address,name,chainId
0x36142a1f2A5d2FE4922DbB70add404669A4c8f1D,2nd Renaissance Society Treasury,137
0x459d67bFEa1b4fd9D66b6f62a204703e50A6A21a,Vedaykin Private Funding Wallet,137
0x1474efe8EC4370676C65cF02BB2543647D874954,Operational Wallet Liquidity Mining,137
0x2fAf2b1940dF7CEE53b393542aa625c456503dEF,Re Private Funding Wallet,137
